"","X_Avena_barbata","X_Avena_fatua","X_Azolla_filiculoides","X_Bromus_diandrus","X_Carpobrotus_edulis","X_Conyza_sp_","X_Cynodon_dactylon","X_Ehrharta_calycina","X_Ehrhata_longiflora","X_Euphorbia_terracina","X_Ficus_carica","X_Lactuca_sp_","X_Pelargonium_capitatum","X_Phytolacca_octandra","X_Solanum_nigrum","X_Sonchus_asper","X_Sonchus_oleraceus","X_Typha_orientalis","Baumea_articulata","Baumea_juncea","Eucalyptus_rudis","Jacksonia_furcellata","Lepidosperma_longitudinale","Melaleuca_rhaphiophylla","Persicaria_decipiens","Pseudognaphalium_luteoalbum","Rhagodia_baccata","Solanum_symonii","Spyridium_globulosum"
"X_Avena_barbata",1,-0.00641056941780476,-0.0292893224987867,0.0671335599423985,0.0296213415488226,0.0484447548674816,0.00212238112004087,-0.00847590056638235,0.0655864209968889,-0.00874924951376808,0.0657553440272329,0.0715442098706793,0.041758175772781,0.0657905009266879,-0.0109951960251555,0.0740957700424444,0.00767664869134431,-0.0267013207311085,-0.0318307125053529,-0.0195494835084132,0.00302912136894318,-0.0262609947276928,0.007775920607724,-0.00426143645659057,-0.0493486116304172,0.0112084117603411,0.0421590188818818,0.0200999422753626,0.0213607177792022
"X_Avena_fatua",-0.00641056941780476,1,0.0395463071179246,0.034063373786974,0.0872734655776329,0.0448271441389726,0.0461780420854138,0.0422644485119033,0.0261241126971708,0.0466918120065085,0.00944305582895256,-0.00146172769733263,0.0640814313023029,0.023904854095821,0.106823739953582,-0.000151291515142934,0.00568353689341034,0.00408792875089356,0.0132598297336322,0.109483508394854,0.0899188961003211,0.00771762752228003,0.082507767060745,0.115895595057855,0.104084330686389,0.0314717930634998,0.0694603815558434,0.0198739444435828,0.0529078699912533
"X_Azolla_filiculoides",-0.0292893224987867,0.0395463071179246,1,-0.110370067182868,0.0539181247697441,-0.0507092395452219,0.0563715932966273,0.0829826732697189,-0.116485629895844,0.0846561477158627,-0.140380559942735,-0.171425840440431,-0.00856003834606918,-0.119878109294587,0.177731297600181,-0.174809570373349,-0.00960695155731043,0.0657140388818629,0.0940879037673701,0.198684936248446,0.124414405326377,0.0631570911213901,0.0927354898510574,0.173777590495909,0.273130983587836,0.0186666670166757,-0.00177311014033419,-0.0242704849826549,0.025627532323599
"X_Bromus_diandrus",0.0671335599423985,0.034063373786974,-0.110370067182868,1,0.775716138807515,0.753922798338354,0.255088507438224,0.126616018043216,0.844930876828015,0.139937358595092,0.757670618881038,0.762315224550895,0.787878269401251,0.831477038088561,0.434754654763975,0.804395967369869,0.108051741762512,-0.262762201605035,-0.264057473141252,0.362193899004601,0.494931008734464,-0.263676381995424,0.540007476486257,0.560091359721903,0.00936719825333354,0.287152963248898,0.817654239740336,0.326214097485757,0.50810350473394
"X_Carpobrotus_edulis",0.0296213415488226,0.0872734655776329,0.0539181247697441,0.775716138807515,1,0.704735458975966,0.338533275117178,0.244830068078222,0.702717961446759,0.25561708438194,0.58281984812496,0.550499714621751,0.800134069294399,0.687461540342398,0.693284348385906,0.583847627428023,0.0996764847329178,-0.176430556310163,-0.139784086768757,0.650894439763969,0.677787891176024,-0.178673792847294,0.691850230396252,0.818094431820597,0.371668816150524,0.318279884218488,0.840721427916223,0.303993156946357,0.552008886851546
"X_Conyza_sp_",0.0484447548674816,0.0448271441389726,-0.0507092395452219,0.753922798338354,0.704735458975966,1,0.243464188085497,0.142977271735876,0.696461371589939,0.154009520246733,0.614261421088132,0.603446671787678,0.689482984621748,0.684790290956169,0.45375042685393,0.640021700143108,0.0915082565184678,-0.204300178904217,-0.19599541551949,0.396181574110684,0.485525396114059,-0.213581952590829,0.515626062857611,0.563091452074848,0.112478896370124,0.260921262270727,0.719190204876567,0.275139945608447,0.455344942773605
"X_Cynodon_dactylon",0.00212238112004087,0.0461780420854138,0.0563715932966273,0.255088507438224,0.338533275117178,0.243464188085497,1,0.118364028368278,0.226367826364056,0.118741770828408,0.175666912083784,0.155175073034089,0.293634142409363,0.220151866617299,0.30806965649488,0.167286422455979,0.0335584675919484,-0.0456515416940315,-0.0268936605661951,0.299783452890932,0.284354186699547,-0.0477033268130811,0.281823026605953,0.35321232181905,0.211346942433387,0.123511780878872,0.309978449881871,0.107237659013524,0.206396545459631
"X_Ehrharta_calycina",-0.00847590056638235,0.0422644485119033,0.0829826732697189,0.126616018043216,0.244830068078222,0.142977271735876,0.118364028368278,1,0.105291403330771,0.105347607999293,0.0635323959352875,0.0365311877522498,0.192068948252823,0.101314749131696,0.268729377714857,0.0435329989157663,0.0179912921578595,-0.00651894325578708,0.0224195492929325,0.275096296887263,0.232746937814038,-0.00793488031635003,0.228244072754826,0.296749984872706,0.239678025573513,0.0872400866364432,0.203721541956406,0.0602943210236995,0.142934913275487
"X_Ehrhata_longiflora",0.0655864209968889,0.0261241126971708,-0.116485629895844,0.844930876828015,0.702717961446759,0.696461371589939,0.226367826364056,0.105291403330771,1,0.116753668442679,0.712573148152711,0.719301046297128,0.722657810853526,0.77723507820796,0.374884840494772,0.75884763514004,0.0998580781107527,-0.249347011965707,-0.254257414225809,0.306431472593113,0.43598037085188,-0.25010104692988,0.483087667890539,0.490044268848268,-0.0248773495553535,0.260952398724232,0.74749704038044,0.301572836072501,0.462409664275237
"X_Euphorbia_terracina",-0.00874924951376808,0.0466918120065085,0.0846561477158627,0.139937358595092,0.25561708438194,0.154009520246733,0.118741770828408,0.105347607999293,0.116753668442679,1,0.0752848581478694,0.0520455216932186,0.200590284505082,0.110087908182992,0.279492040221065,0.05770306182625,0.0203797584768636,-0.00735654953292814,0.0181682762323086,0.279075710458114,0.24203687511241,-0.00379063278709297,0.234466004134043,0.308110098801626,0.241965958615059,0.0878252903490334,0.216180794479552,0.0707772528277088,0.151845776876932
"X_Ficus_carica",0.0657553440272329,0.00944305582895256,-0.140380559942735,0.757670618881038,0.58281984812496,0.614261421088132,0.175666912083784,0.0635323959352875,0.712573148152711,0.0752848581478694,1,0.670649930795226,0.619557327043631,0.702554575679377,0.26890370658153,0.707484795617865,0.0920878589982173,-0.234010513682495,-0.24952639125913,0.196959533352786,0.338488112234825,-0.237773666281196,0.382263481689999,0.363877868427101,-0.104676437824717,0.22083719285799,0.639885167636806,0.266179843098633,0.390192217747585
"X_Lactuca_sp_",0.0715442098706793,-0.00146172769733263,-0.171425840440431,0.762315224550895,0.550499714621751,0.603446671787678,0.155175073034089,0.0365311877522498,0.719301046297128,0.0520455216932186,0.670649930795226,1,0.600396867225684,0.712328261372618,0.209339737091203,0.733213778150241,0.087832907918655,-0.246572906398377,-0.266190753882696,0.138058968022496,0.293049609638049,-0.243726390432435,0.344034005939749,0.306826153414431,-0.174507529191988,0.205511481150776,0.619078076957463,0.260152416398055,0.370541220601877
"X_Pelargonium_capitatum",0.041758175772781,0.0640814313023029,-0.00856003834606918,0.787878269401251,0.800134069294399,0.689482984621748,0.293634142409363,0.192068948252823,0.722657810853526,0.200590284505082,0.619557327043631,0.600396867225684,1,0.708625019702943,0.568331183298638,0.635649755284832,0.0974434570351524,-0.199314819887954,-0.17826314980945,0.517914097932157,0.579841557835865,-0.199393183404274,0.606610023266678,0.687204365263161,0.224748869045274,0.292945670050107,0.793510759889033,0.298693865882595,0.510618991107427
"X_Phytolacca_octandra",0.0657905009266879,0.023904854095821,-0.119878109294587,0.831477038088561,0.687461540342398,0.684790290956169,0.220151866617299,0.101314749131696,0.77723507820796,0.110087908182992,0.702554575679377,0.712328261372618,0.708625019702943,1,0.361225613410083,0.751875029680896,0.098264388205788,-0.246260364363492,-0.252627304279098,0.294963161300289,0.425425912806279,-0.244121580040155,0.469953011344195,0.475385913002485,-0.0349125881602606,0.25541212207909,0.733213429701641,0.294802311875692,0.453888155809614
"X_Solanum_nigrum",-0.0109951960251555,0.106823739953582,0.177731297600181,0.434754654763975,0.693284348385906,0.45375042685393,0.30806965649488,0.268729377714857,0.374884840494772,0.279492040221065,0.26890370658153,0.209339737091203,0.568331183298638,0.361225613410083,1,0.226194844791472,0.064645715965736,-0.0503288661966409,0.00435705785008052,0.698799134171527,0.634453712393755,-0.0514402920829016,0.608548342459371,0.791168339260283,0.570677350889472,0.250432877958875,0.606462139831408,0.195006859688224,0.420928534341786
"X_Sonchus_asper",0.0740957700424444,-0.000151291515142934,-0.174809570373349,0.804395967369869,0.583847627428023,0.640021700143108,0.167286422455979,0.0435329989157663,0.75884763514004,0.05770306182625,0.707484795617865,0.733213778150241,0.635649755284832,0.751875029680896,0.226194844791472,1,0.0942200177105133,-0.258404115930427,-0.277486906925083,0.152662498345892,0.31277594871335,-0.259372167009119,0.367264964034156,0.328714534251378,-0.176392379160097,0.220898259847461,0.655669959693702,0.276464087480839,0.395141215738677
"X_Sonchus_oleraceus",0.00767664869134431,0.00568353689341034,-0.00960695155731043,0.108051741762512,0.0996764847329178,0.0915082565184678,0.0335584675919484,0.0179912921578595,0.0998580781107527,0.0203797584768636,0.0920878589982173,0.087832907918655,0.0974434570351524,0.098264388205788,0.064645715965736,0.0942200177105133,1,-0.0290112359639319,-0.0305853190948042,0.0527320846108681,0.0696027223899884,-0.0286759309793752,0.0711402496231782,0.0780420319028886,0.012882609835398,0.0362025290654975,0.102395141454467,0.0413083390827699,0.0639381998748785
"X_Typha_orientalis",-0.0267013207311085,0.00408792875089356,0.0657140388818629,-0.262762201605035,-0.176430556310163,-0.204300178904217,-0.0456515416940315,-0.00651894325578708,-0.249347011965707,-0.00735654953292814,-0.234010513682495,-0.246572906398377,-0.199314819887954,-0.246260364363492,-0.0503288661966409,-0.258404115930427,-0.0290112359639319,1,0.101584465549382,-0.0240849155059988,-0.085284618263344,0.0895467267976333,-0.10257176490149,-0.0836307499883902,0.0861136832419965,-0.0659984275525906,-0.204826193764741,-0.0884064673137276,-0.119745994932643
"Baumea_articulata",-0.0318307125053529,0.0132598297336322,0.0940879037673701,-0.264057473141252,-0.139784086768757,-0.19599541551949,-0.0268936605661951,0.0224195492929325,-0.254257414225809,0.0181682762323086,-0.24952639125913,-0.266190753882696,-0.17826314980945,-0.252627304279098,0.00435705785008052,-0.277486906925083,-0.0305853190948042,0.101584465549382,1,0.0385461616976916,-0.044239730744136,0.0926553080716499,-0.0603639598753149,-0.0246310668310776,0.152186453824284,-0.0553918625341332,-0.18353688604788,-0.0866654555534379,-0.0996513452353224
"Baumea_juncea",-0.0195494835084132,0.109483508394854,0.198684936248446,0.362193899004601,0.650894439763969,0.396181574110684,0.299783452890932,0.275096296887263,0.306431472593113,0.279075710458114,0.196959533352786,0.138058968022496,0.517914097932157,0.294963161300289,0.698799134171527,0.152662498345892,0.0527320846108681,-0.0240849155059988,0.0385461616976916,1,0.609095339962856,-0.025917758041899,0.591203450790756,0.775619845925086,0.60241947243933,0.233200445523272,0.551958274925404,0.171344410684963,0.393305091565559
"Eucalyptus_rudis",0.00302912136894318,0.0899188961003211,0.124414405326377,0.494931008734464,0.677787891176024,0.485525396114059,0.284354186699547,0.232746937814038,0.43598037085188,0.24203687511241,0.338488112234825,0.293049609638049,0.579841557835865,0.425425912806279,0.634453712393755,0.31277594871335,0.0696027223899884,-0.085284618263344,-0.044239730744136,0.609095339962856,1,-0.0861140223324541,0.567858583772173,0.719329755019203,0.449067440424582,0.243501197672071,0.618335973524374,0.207681005108722,0.417879066408565
"Jacksonia_furcellata",-0.0262609947276928,0.00771762752228003,0.0631570911213901,-0.263676381995424,-0.178673792847294,-0.213581952590829,-0.0477033268130811,-0.00793488031635003,-0.25010104692988,-0.00379063278709297,-0.237773666281196,-0.243726390432435,-0.199393183404274,-0.244121580040155,-0.0514402920829016,-0.259372167009119,-0.0286759309793752,0.0895467267976333,0.0926553080716499,-0.025917758041899,-0.0861140223324541,1,-0.108204718686361,-0.0845369337068583,0.0761159301704101,-0.0679032571523807,-0.204703414467925,-0.0888789888420924,-0.117453812497997
"Lepidosperma_longitudinale",0.007775920607724,0.082507767060745,0.0927354898510574,0.540007476486257,0.691850230396252,0.515626062857611,0.281823026605953,0.228244072754826,0.483087667890539,0.234466004134043,0.382263481689999,0.344034005939749,0.606610023266678,0.469953011344195,0.608548342459371,0.367264964034156,0.0711402496231782,-0.10257176490149,-0.0603639598753149,0.591203450790756,0.567858583772173,-0.108204718686361,1,0.699624989473012,0.399906191683318,0.247275573095767,0.638659779164546,0.220654998719462,0.429573881555046
"Melaleuca_rhaphiophylla",-0.00426143645659057,0.115895595057855,0.173777590495909,0.560091359721903,0.818094431820597,0.563091452074848,0.35321232181905,0.296749984872706,0.490044268848268,0.308110098801626,0.363877868427101,0.306826153414431,0.687204365263161,0.475385913002485,0.791168339260283,0.328714534251378,0.0780420319028886,-0.0836307499883902,-0.0246310668310776,0.775619845925086,0.719329755019203,-0.0845369337068583,0.699624989473012,1,0.59700702128314,0.293239822134825,0.731582827377633,0.240911011856211,0.502869799036732
"Persicaria_decipiens",-0.0493486116304172,0.104084330686389,0.273130983587836,0.00936719825333354,0.371668816150524,0.112478896370124,0.211346942433387,0.239678025573513,-0.0248773495553535,0.241965958615059,-0.104676437824717,-0.174507529191988,0.224748869045274,-0.0349125881602606,0.570677350889472,-0.176392379160097,0.012882609835398,0.0861136832419965,0.152186453824284,0.60241947243933,0.449067440424582,0.0761159301704101,0.399906191683318,0.59700702128314,1,0.127710851617703,0.250543269184409,0.0476526371106959,0.211204381301568
"Pseudognaphalium_luteoalbum",0.0112084117603411,0.0314717930634998,0.0186666670166757,0.287152963248898,0.318279884218488,0.260921262270727,0.123511780878872,0.0872400866364432,0.260952398724232,0.0878252903490334,0.22083719285799,0.205511481150776,0.292945670050107,0.25541212207909,0.250432877958875,0.220898259847461,0.0362025290654975,-0.0659984275525906,-0.0553918625341332,0.233200445523272,0.243501197672071,-0.0679032571523807,0.247275573095767,0.293239822134825,0.127710851617703,1,0.306406214668662,0.11618049085685,0.200598963510208
"Rhagodia_baccata",0.0421590188818818,0.0694603815558434,-0.00177311014033419,0.817654239740336,0.840721427916223,0.719190204876567,0.309978449881871,0.203721541956406,0.74749704038044,0.216180794479552,0.639885167636806,0.619078076957463,0.793510759889033,0.733213429701641,0.606462139831408,0.655669959693702,0.102395141454467,-0.204826193764741,-0.18353688604788,0.551958274925404,0.618335973524374,-0.204703414467925,0.638659779164546,0.731582827377633,0.250543269184409,0.306406214668662,1,0.311624526998527,0.536472890547492
"Solanum_symonii",0.0200999422753626,0.0198739444435828,-0.0242704849826549,0.326214097485757,0.303993156946357,0.275139945608447,0.107237659013524,0.0602943210236995,0.301572836072501,0.0707772528277088,0.266179843098633,0.260152416398055,0.298693865882595,0.294802311875692,0.195006859688224,0.276464087480839,0.0413083390827699,-0.0884064673137276,-0.0866654555534379,0.171344410684963,0.207681005108722,-0.0888789888420924,0.220654998719462,0.240911011856211,0.0476526371106959,0.11618049085685,0.311624526998527,1,0.202885966001689
"Spyridium_globulosum",0.0213607177792022,0.0529078699912533,0.025627532323599,0.50810350473394,0.552008886851546,0.455344942773605,0.206396545459631,0.142934913275487,0.462409664275237,0.151845776876932,0.390192217747585,0.370541220601877,0.510618991107427,0.453888155809614,0.420928534341786,0.395141215738677,0.0639381998748785,-0.119745994932643,-0.0996513452353224,0.393305091565559,0.417879066408565,-0.117453812497997,0.429573881555046,0.502869799036732,0.211204381301568,0.200598963510208,0.536472890547492,0.202885966001689,1
